Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,intentional_duplicate (run),Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,treatment
SRR19992811,RNA-Seq,GRCH38.P7,76,1589749000,PRJNA855976,SAMN29512452,235017673,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033830,NextSeq 500,,GSM6294085,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:12:00Z,1,GSM6294085,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992812,RNA-Seq,GCA_000001405.13,76,1477330180,PRJNA855976,SAMN29512453,246991762,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033829,NextSeq 500,,GSM6294084,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-28T19:44:00Z,1,GSM6294084,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992813,RNA-Seq,GRCH38.P7,76,1413290452,PRJNA855976,SAMN29512454,226670319,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033828,NextSeq 500,,GSM6294083,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294083,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992814,RNA-Seq,GCA_000001405.13,76,1397593944,PRJNA855976,SAMN29512455,228589754,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033827,NextSeq 500,,GSM6294082,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-28T19:39:00Z,1,GSM6294082,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992815,RNA-Seq,GRCH38.P7,76,1546199252,PRJNA855976,SAMN29512456,221278223,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033826,NextSeq 500,,GSM6294081,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:12:00Z,1,GSM6294081,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992816,RNA-Seq,GRCH38.P7,76,1447640172,PRJNA855976,SAMN29512457,220093177,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033825,NextSeq 500,,GSM6294080,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294080,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992817,RNA-Seq,GRCH38.P7,76,1395136712,PRJNA855976,SAMN29512458,212908489,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033824,NextSeq 500,,GSM6294079,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294079,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992818,RNA-Seq,GRCH38.P7,76,1353193604,PRJNA855976,SAMN29512459,215856933,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033823,NextSeq 500,,GSM6294078,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294078,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992819,RNA-Seq,GRCH38.P7,76,1405122048,PRJNA855976,SAMN29512460,213742140,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033822,NextSeq 500,,GSM6294077,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294077,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992820,RNA-Seq,GRCH38.P7,76,1343023056,PRJNA855976,SAMN29512461,201426299,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033821,NextSeq 500,,GSM6294076,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294076,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992821,RNA-Seq,GRCH38.P7,76,1535536528,PRJNA855976,SAMN29512462,224149455,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033820,NextSeq 500,,GSM6294075,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294075,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992822,RNA-Seq,GRCH38.P7,76,1476964316,PRJNA855976,SAMN29512463,242975177,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033819,NextSeq 500,,GSM6294074,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:18:00Z,1,GSM6294074,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992823,RNA-Seq,GRCH38.P7,76,1477426092,PRJNA855976,SAMN29512464,256399300,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033818,NextSeq 500,,GSM6294073,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:13:00Z,1,GSM6294073,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992824,RNA-Seq,GRCH38.P7,76,1323822948,PRJNA855976,SAMN29512465,203363036,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033817,NextSeq 500,,GSM6294072,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294072,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992825,RNA-Seq,GRCH38.P7,76,1400675896,PRJNA855976,SAMN29512466,229475438,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033816,NextSeq 500,,GSM6294071,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:13:00Z,1,GSM6294071,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992826,RNA-Seq,GRCH38.P7,76,1357918296,PRJNA855976,SAMN29512467,209908045,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033815,NextSeq 500,,GSM6294070,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294070,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992827,RNA-Seq,GRCH38.P7,76,1298732688,PRJNA855976,SAMN29512468,190390374,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033814,NextSeq 500,,GSM6294069,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294069,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992828,RNA-Seq,GRCH38.P7,76,1294561352,PRJNA855976,SAMN29512469,213096705,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033813,NextSeq 500,,GSM6294068,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294068,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992829,RNA-Seq,GRCH38.P7,76,1370074952,PRJNA855976,SAMN29512470,207983415,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033812,NextSeq 500,,GSM6294067,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:30:00Z,1,GSM6294067,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992830,RNA-Seq,GRCH38.P7,76,1324414152,PRJNA855976,SAMN29512471,203900469,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033811,NextSeq 500,,GSM6294066,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294066,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992831,RNA-Seq,GRCH38.P7,76,1331940204,PRJNA855976,SAMN29512472,201445189,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033810,NextSeq 500,,GSM6294065,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294065,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992832,RNA-Seq,GRCH38.P7,76,1704284040,PRJNA855976,SAMN29512473,252386407,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033809,NextSeq 500,,GSM6294064,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:12:00Z,1,GSM6294064,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992833,RNA-Seq,GRCH38.P7,76,1511266384,PRJNA855976,SAMN29512474,263616061,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033808,NextSeq 500,,GSM6294063,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294063,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992834,RNA-Seq,GRCH38.P7,76,1441287788,PRJNA855976,SAMN29512475,234698440,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033807,NextSeq 500,,GSM6294062,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294062,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992835,RNA-Seq,GRCH38.P7,76,1460909012,PRJNA855976,SAMN29512476,245725485,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033806,NextSeq 500,,GSM6294061,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294061,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992836,RNA-Seq,GRCH38.P7,76,1414233460,PRJNA855976,SAMN29512477,224492070,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033805,NextSeq 500,,GSM6294060,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:13:00Z,1,GSM6294060,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992837,RNA-Seq,GRCH38.P7,76,1834103592,PRJNA855976,SAMN29512478,329115865,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033804,NextSeq 500,,GSM6294059,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294059,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992838,RNA-Seq,GCA_000001405.13,76,1644706424,PRJNA855976,SAMN29512479,288092269,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033803,NextSeq 500,,GSM6294058,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-28T19:44:00Z,1,GSM6294058,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
